patient_id_short	cell_type_super	gene	pct.expressed	n_cells
014	Ovarian.cancer.cell	ALDH1A2	0.00206023741783577	10193
014	Ovarian.cancer.cell	ALDH1A3	0.006671244972039635	10193
014	Ovarian.cancer.cell	ALDH1B1	0.14686549592857845	10193
014	Ovarian.cancer.cell	ALDH1L1	0.01648189934268616	10193
014	Ovarian.cancer.cell	ALDH1L2	0.06641813008927695	10193
014	Ovarian.cancer.cell	ALDH2	0.33022662611596193	10193
014	Ovarian.cancer.cell	ALDH3A1	0.017168645148631412	10193
014	Ovarian.cancer.cell	ALDH3A2	0.43706465221230256	10193
014	Ovarian.cancer.cell	ALDH3B1	0.05062297655253605	10193
014	Ovarian.cancer.cell	ALDH3B2	0.11066418130089277	10193
014	Ovarian.cancer.cell	ALDH4A1	0.20337486510350242	10193
014	Ovarian.cancer.cell	ALDH5A1	0.38771706072795054	10193
014	Ovarian.cancer.cell	ALDH6A1	0.23447463945845187	10193
014	Ovarian.cancer.cell	ALDH7A1	0.35190817227509075	10193
014	Ovarian.cancer.cell	ALDH8A1	0.010791719807711174	10193
014	Ovarian.cancer.cell	ALDH9A1	0.20298243892867654	10193
014	Ovarian.cancer.cell	CD68	0.05788286078681448	10193
014	Ovarian.cancer.cell	NT5E	0.01844403021681546	10193
014	Ovarian.cancer.cell	PECAM1	0.003531835573432748	10193
014	Ovarian.cancer.cell	PROM1	0.028647110762287844	10193
022	Fibroblast	ALDH16A1	0.11779141104294479	815
022	Fibroblast	ALDH18A1	0.26134969325153373	815
022	Fibroblast	ALDH1A1	0.38650306748466257	815
022	Fibroblast	ALDH1A2	0.1619631901840491	815
022	Fibroblast	ALDH1A3	0.4920245398773006	815
022	Fibroblast	ALDH1B1	0.15828220858895706	815
022	Fibroblast	ALDH1L1	0.015950920245398775	815
022	Fibroblast	ALDH1L2	0.07607361963190185	815
022	Fibroblast	ALDH2	0.5251533742331288	815
022	Fibroblast	ALDH3A1	0.00245398773006135	815
022	Fibroblast	ALDH3A2	0.21104294478527608	815
022	Fibroblast	ALDH3B1	0.1116564417177914	815
022	Fibroblast	ALDH3B2	0.006134969325153374	815
022	Fibroblast	ALDH4A1	0.015950920245398775	815
022	Fibroblast	ALDH5A1	0.04539877300613497	815
022	Fibroblast	ALDH6A1	0.16319018404907976	815
022	Fibroblast	ALDH7A1	0.3325153374233129	815
022	Fibroblast	ALDH8A1	0.02822085889570552	815
022	Fibroblast	ALDH9A1	0.4049079754601227	815
022	Fibroblast	CD68	0.18282208588957055	815
022	Fibroblast	NT5E	0.3374233128834356	815
022	Fibroblast	PECAM1	0.007361963190184049	815
022	Fibroblast	PROM1	0.0049079754601227	815
022	Myeloid.cell	ALDH16A1	0.20098239869013507	9772
022	Myeloid.cell	ALDH18A1	0.058022922636103154	9772
022	Myeloid.cell	ALDH1A1	0.12535816618911175	9772
022	Myeloid.cell	ALDH1A2	0.009516987310683586	9772
022	Myeloid.cell	ALDH1A3	0.0014326647564469914	9772
022	Myeloid.cell	ALDH1B1	0.05392959476054032	9772
022	Myeloid.cell	ALDH1L1	5.11665984445354e-4	9772
022	Myeloid.cell	ALDH1L2	0.005525992632009824	9772
022	Myeloid.cell	ALDH2	0.6956610724519035	9772
022	Myeloid.cell	ALDH3A1	9.209987720016373e-4	9772
022	Myeloid.cell	ALDH3A2	0.17969709373720835	9772
022	Myeloid.cell	ALDH3B1	0.19924273434302087	9772
022	Myeloid.cell	ALDH3B2	8.186655751125665e-4	9772
022	Myeloid.cell	ALDH4A1	0.01780597625869832	9772
022	Myeloid.cell	ALDH5A1	0.013507981989357348	9772
022	Myeloid.cell	ALDH6A1	0.07132623823168235	9772
022	Myeloid.cell	ALDH7A1	0.1143061809250921	9772
022	Myeloid.cell	ALDH8A1	0.0025583299222267705	9772
022	Myeloid.cell	ALDH9A1	0.24785100286532952	9772
